Product_Type,SKU_ID,Price,Availability,Units_Sold,Revenue,Customer_Segment,Stock_Levels,Shipping_Lead_Time,Order_Quantity,Shipping_Time,Carrier,Shipping_Cost,Supplier_ID,Supplier_Lead_Time,Production_Volume,Mfg_Lead_Time,Mfg_Cost,Inspection_Result,Defect_Rate,Transport_Mode,Route,Logistics_Cost,Gross_Margin_Pct,Revenue_Per_Unit,Daily_Demand,Stock_Cover_Days,Demand_Stock_Ratio,Total_Lead_Time,Cost_Per_Unit,Reorder_Point,Reorder_Gap,Carrying_Cost_Ratio,Supply_Efficiency,Shipping_Cost_Ratio,Future_Sales,Delay_Flag,Inventory_Risk_Class,Cash_Stress_Score
skincare,SKU31,49.32596413364364,26.58625011362872,171.66963217375434,8994.83446895489,Male,6.616701803440467,15.588567038890373,49.20279839382837,3.9087262989208162,Carrier B,2.4488376804971277,Supplier 3,24.363217418045522,425.851915845057,8.021997927059367,57.46733290573359,Pending,3.214985926971089,Rail,Route C,616.0457961231598,0.0,54.72601703881416,5.915816367817722,1.2132641051335618,23.913072369662046,29.326344801615605,3.9100683949542643,232.32992067812341,0.0,0.04328206765673769,9.81736041556613,0.0003124053236494939,130,1,High,4.29
haircare,SKU95,79.93771346525345,62.010656802400625,682.6788102676364,7271.121368580564,Unknown,15.892245413980415,14.551047739553287,23.812689901975126,8.170255742860085,Carrier B,8.568330800625432,Supplier 4,18.047259770946212,477.3951638673057,27.067672133968728,65.76292559655751,Pending,1.1656248322290557,Air,Route A,746.1964276383458,22.53567520977636,11.650998640448616,22.4389799137566,0.5961982030501477,42.67927566909852,44.93621499071609,1.1436392469792598,1215.1703448369312,0.0,0.019118675039703235,17.174022708352595,0.0010297249072244521,671,1,High,4.07
haircare,SKU87,80.37609988542273,24.78090278333206,71.96626928648634,5353.012784887739,Male,5.672370249203467,6.639153326092264,56.88513026182775,10.166878879193757,Carrier A,7.085186602180093,Supplier 3,26.764901486011855,478.3685763530194,18.2296878558856,26.38456850630466,Fail,4.228254557798165,Sea,Route B,918.8086334212999,61.22881664866127,70.74865800309753,2.6310644218717343,1.8663463547289085,12.44979943399366,37.38880992164793,11.523478650677774,125.24397970386117,0.0,0.023382582953361302,8.964934646914672,0.0013163437945622584,37,1,High,2.74
haircare,SKU51,24.10823389476838,59.29951825908704,156.0129118850849,9115.451800963943,Male,113.49090782193537,3.7960243478781672,57.73421383814616,0.9865755564202827,Carrier A,4.182838997332109,Supplier 5,16.36286283562226,682.4801089160655,30.31341768573087,16.199425833263128,Pending,1.7911372156949534,Road,Route A,629.5292305402693,47.89376208188171,59.838411704572934,5.29404956732733,17.938831494666587,1.2700724310652827,50.84602882740123,4.402779790131827,289.144174091134,0.0,0.3968561691775481,13.429486729678997,0.0005041200646481444,134,0,Low,2.64
haircare,SKU61,53.95536567196007,22.457599200352586,117.33803058266304,6965.387072670273,Unknown,29.98623934258398,23.038959399855294,37.05725333521132,7.289529462642308,Carrier C,9.34627503293807,Supplier 4,12.5002917557567,527.2035433958268,13.100429978355663,78.09702517662963,Fail,4.526624202666587,Air,Route A,161.51899297320625,0.0,55.017343006656404,4.318847705730769,8.660648193352579,3.7507330232889373,25.781490017034297,1.2355777938103008,134.91006177721735,0.0,0.4433531111627915,12.171655489282847,0.001134946939980817,76,1,Medium,4.35
haircare,SKU57,49.26714523948046,71.15056286279972,209.46463592871666,1811.2938424641638,Unknown,5.26269621753227,18.22573371220686,49.22265303454442,0.9707282118564151,Carrier B,9.475804301699913,Supplier 2,22.421348642312026,560.0819379216458,23.386973345430466,66.62017489610525,Pending,2.7911464504907495,Rail,Route A,435.2494069171027,0.0,7.097927002295187,6.566497832297501,0.6741485855123217,39.678245776283944,52.630675317750004,1.890408535203839,326.8246021683745,0.0,0.033040127191068414,9.685309502117624,0.006382747774241001,188,0,High,5.7
haircare,SKU51,29.2956668397736,61.93225686126626,146.2831793765246,9910.083622444585,Male,104.88869881712081,4.146712468712096,59.23698299280364,0.9791918040138803,Carrier A,4.285245944456372,Supplier 5,15.87271578172974,582.6946381276954,28.439664786479756,13.92426683921455,Pending,1.7775827734015759,Road,Route A,665.1225668316343,42.68909461350741,67.21674171650494,4.121567440167135,18.1559236788462,1.6209517995161438,42.68491458973283,4.624501806590116,269.5620304388398,0.0,0.3608678062362124,11.399910565594588,0.0005298111332030539,155,0,Low,2.08
skincare,SKU11,90.96842197873791,104.54893539208064,975.9859178224697,5578.039426198563,Female,52.35901947274375,21.18586498156403,58.90965079615708,1.0765927141569418,Carrier A,3.8435682178773027,Supplier 2,31.224858515455075,328.67039089422997,10.599600510542937,28.229984860509596,Pending,0.02109918893111144,Air,Route A,134.72357613108065,60.651826029060295,6.723778072149748,34.066540512700236,1.5152732928755397,17.828367125745125,34.41692207045345,0.1283845131396061,1338.4831741186674,0.0,0.014149777981165679,6.045127851111229,0.0008567428536965009,1400,0,Medium,1.75
cosmetics,SKU38,54.36175222586039,85.51361999939891,702.5098787285302,10126.197365607262,Non-binary,68.19331992065908,1.2146498573373512,83.17344032075543,4.7800102799467235,Carrier B,9.824475051502985,Supplier 5,10.16597832291146,812.4623804060597,12.92196206278863,5.91117114725612,Pending,0.6109620712128923,Air,Route B,345.9386742812228,76.31716525618494,11.995675529670306,25.5433637516632,2.742944892347139,9.963883757774413,24.83789199957635,0.47761886029582956,614.4955592946419,0.0,0.010568740754101061,10.35831826299888,0.0010700446335549184,734,0,Medium,0.46
skincare,SKU1,17.017010745941796,89.7533928710933,816.4874671683981,7791.622132438529,Female,47.380446533217906,23.769176581332825,34.637840428997826,2.0467756491753204,Carrier A,10.056536682496482,Supplier 3,22.89129083987548,514.9266494254234,29.697615599759544,36.39006400381081,Pending,4.296320194303314,Road,Route B,513.8629705545062,0.0,9.401831457881023,26.841517153946114,2.0269456984620904,13.477869317755593,61.30403322396693,0.7287925255359827,1508.0377168173607,0.0,0.14708745657830657,15.020622281682371,0.0014051805880237911,866,0,High,7.7
haircare,SKU2,11.941452916172238,36.16738560988086,7.5043042499856485,8391.708200325462,Unknown,1.0448432340243048,10.710846298897117,99.3136086492138,1.9678575669962515,Carrier B,7.831047183147806,Supplier 1,11.770310203517322,1023.1033803596267,26.390687149421467,30.559770219857796,Pending,4.885129798381086,Air,Route C,134.81477429203292,0.0,1257.8546950610014,0.22732122335729088,3.451577991399831,3.352210080574045,38.38636027734518,15.140370575929863,18.135402472512254,0.0,0.34559750181187526,11.40649019354405,0.000816460470542593,5,1,Medium,9.03
haircare,SKU55,87.1386291518418,18.6474097290776,707.2777041465637,3020.5090624703575,Male,90.16905083826283,10.102819395659546,11.909770092292803,5.360610202441343,Carrier A,4.601333769907083,Supplier 2,24.17424362817954,870.3567690642575,4.943448812226356,29.33105220355101,Fail,4.607333198610941,Sea,Route B,346.71077173143243,64.3231467691335,4.3530215235466825,18.78419592574782,3.5706398094009404,6.697235556392619,30.383632260711664,0.49090566432576377,838.5784727052596,0.0,0.04920255589701355,69.15058816115597,0.0015429948463700442,475,1,Medium,1.76
skincare,SKU80,107.59168058409246,70.15581018894004,920.2032676900974,7573.190859835232,Unknown,43.42705849303765,14.39092608247136,41.89865068964067,2.066212371702931,Carrier C,2.9519517187244366,Supplier 3,8.517803045660724,192.3185857217421,4.736964682491151,77.26429443203392,Fail,3.0056932318230674,Sea,Route B,783.5790632068895,16.512733833974085,10.412414124637474,28.56243580323363,1.1182932831427919,20.92184726330278,14.812509123162062,0.9265387043949233,434.5668831902638,0.0,0.039846171662623275,4.564087553483011,0.0003296492134589255,819,1,High,1.9
skincare,SKU58,62.21462886193454,73.87259114984325,957.3843354193573,1954.9186091374681,Non-binary,9.856695658955516,4.593612521212755,46.222691372668194,6.9166354730505635,Carrier A,5.204623150899993,Supplier 3,17.206585359745578,374.9200238402759,6.58199523990526,67.10828466057815,Fail,1.6361939089007762,Road,Route B,108.57102383506223,0.0,2.3354263467655327,25.720737746181523,0.30592878888536007,92.73712475742391,27.472052217467397,0.11693213327978104,936.6508960259721,0.0,0.013522371517140948,7.032879094684772,0.002613670534835551,823,1,High,3.53
skincare,SKU1,14.525850890910947,89.35146006017683,690.5562965445724,6685.022375870303,Female,50.39613795231051,27.40863827056465,37.533442824701666,2.094390021172541,Carrier A,9.517133593902331,Supplier 3,25.759490699511343,494.31729563350103,29.258730186248176,32.344870047957734,Pending,5.086526965257554,Road,Route B,531.2200870992649,0.0,10.03635284600287,21.901839951859372,2.143778457777351,15.24176354403714,57.29612864272434,0.6990669136749624,1516.866602448771,0.0,0.158141704689062,14.903517457310132,0.0012127474321670848,557,0,High,8.46
skincare,SKU1,15.940363794304746,90.97806045539338,813.776171771714,7715.630666875429,Female,49.822597424233756,29.257650207595184,39.106456195901046,1.9201371482281504,Carrier A,9.733782036661964,Supplier 3,22.056182728765943,589.7570852515598,34.634572543083195,37.55160894507701,Pending,4.805770451390995,Road,Route B,486.8566996720928,0.0,11.382408537989686,26.359675583570546,2.372261915145292,13.357478577625075,45.54651466674647,0.5995123962146928,1572.2157846753942,0.0,0.15477927351076495,13.980659489966234,0.0014054206223053872,596,0,High,8.41
cosmetics,SKU91,58.62759814659559,80.59961026327552,866.3549122609921,1773.5839013069817,Male,102.64780770885976,21.992768592590537,97.7873267520018,7.411423666997427,Carrier B,8.55569421837388,Supplier 4,4.438449856036954,153.13265833109241,28.544302143695298,40.16494843569103,Pending,0.6198527463959524,Rail,Route B,1004.4173628506954,32.7355022508192,2.2081997270903875,32.33125505600357,2.892864328447205,8.99122417583052,32.229479438271035,1.0286662839481422,1101.2327646702615,0.0,0.06992921425324036,2.2895033331363472,0.003559673957499985,1061,0,Low,4.36
skincare,SKU53,31.33802356127017,87.29113566424672,236.01378125671937,7945.140524282981,Male,105.567042540823,23.557139071892763,61.45427482131881,3.180552465153961,Carrier B,1.1611230737866345,Supplier 1,1.0531711063663738,619.8416762799944,15.752381792353015,80.97434475815747,Pending,1.578154231185415,Air,Route B,747.8586834323305,0.0,34.581260097316395,8.228121338162724,12.174328019134599,2.5938701607717576,16.827685212829234,3.021065656573661,183.42936692879397,0.0,1.0493014067491577,11.855372983604335,9.383086914754226e-05,300,0,Low,6.99
skincare,SKU86,18.041545439156728,18.42477950576037,201.6189074026297,1257.146065385852,Unknown,26.99601665126719,13.188013620144385,21.423464633033557,5.228815116183523,Carrier B,1.4109469689226342,Supplier 1,4.379206284144772,511.1755467522606,17.502662526449257,84.77157519916808,Pass,1.8772392274749445,Rail,Route A,293.7927380669487,0.0,5.558955459324672,8.200966994085277,4.133126308880449,7.09915772006886,23.556890907837033,1.1185631577163488,188.75620291305137,0.0,0.5267517463528404,22.603632475621048,0.001138406352127869,170,0,Medium,14.06
haircare,SKU95,56.29709129034615,63.26178204686909,720.0826311329988,6401.502141565749,Unknown,14.44422656214776,16.73541274478441,25.953075114026248,9.97689194482174,Carrier B,7.931685098919702,Supplier 4,18.646298504312004,407.4401437184992,26.834214399084114,62.85873185918094,Pending,1.2694864847996596,Air,Route A,757.3714934943775,24.946890267719738,11.242170828321694,23.59345346257563,0.6930690509004311,45.128626368790385,49.04981100552212,1.1275781891329852,1191.4099165653686,0.0,0.017360027901810408,17.129192880713802,0.0012055666929632356,692,1,High,4.78
cosmetics,SKU96,24.68377440344788,33.458637222652115,249.17614491867468,7392.546716887734,Non-binary,65.15764108542645,2.233106018072688,33.216739351855566,3.1199246006731576,Carrier C,5.892386567427102,Supplier 3,27.59689698796065,681.8166076173355,26.81108441053648,16.303531597977955,Pending,4.427815691352396,Road,Route A,194.31428825526575,28.497628505688137,21.70771754522327,11.240944686024672,7.082003442448432,4.659236033931868,50.374018503519856,0.5895512134810431,669.5036207357188,0.0,0.1418416647842051,18.862187976142273,0.0006447140115051463,193,0,Medium,4.29
haircare,SKU0,77.21584558043257,63.31428402041369,841.6565271198689,8928.228802012245,Non-binary,57.340896757020445,6.498053624096684,108.31035057464551,3.97988688093109,Carrier B,2.8471587539254197,Supplier 3,31.35423536768743,213.7343519340569,31.26732264397223,44.762829587914744,Pending,0.24484264433041897,Road,Route B,202.46834173501327,37.271737425685295,10.187056938591223,26.555408539782437,2.54280753389278,13.325041648698654,61.763159702870695,0.27687937712988236,1589.1230535765746,0.0,0.04790716654467366,1.8970947912839238,0.00028905669076846694,678,0,Medium,3.21
haircare,SKU18,33.61157515572863,24.578141261765552,534.0606911856712,10780.104665124352,Unknown,10.551917930606356,9.156942735818369,49.77722359392887,8.382066991051207,Carrier C,4.325766999262775,Supplier 2,16.96110208909075,390.386085397664,17.167171697417185,25.613267365974504,Pending,1.9920940243132952,Sea,Route A,553.0956353485417,24.588440715085945,16.508656635234242,22.09014441717063,0.481997298627437,54.50987709247183,37.775786382744755,0.976446679396044,890.6984868296211,0.0,0.011881517897233781,7.9597128068849825,0.0004963523301210516,471,1,High,3.57
skincare,SKU1,15.7152156058943,100.81668917956198,681.8917626928912,7162.336024381625,Female,50.08553621914594,33.332461838664514,43.670331968106886,1.925820579978094,Carrier A,9.58668729563898,Supplier 3,24.549859289403088,487.7497497630586,32.075779986197944,33.560644378162245,Pending,4.176929535313985,Road,Route B,450.7293093692399,0.0,11.128762359993184,22.78127589581786,2.1059982941697983,13.860209856883744,45.924436586301326,0.6993129512769899,1371.7237412203924,0.0,0.15254706358296646,12.579673715790195,0.0013283708489513063,827,0,High,7.89
skincare,SKU52,104.25873704656568,1.030100788484575,833.6214135901832,9603.192448447584,Male,65.9574880653397,11.394271852522683,10.653032675941082,1.0523602359024593,Carrier B,8.079914461135303,Supplier 1,10.8731146108971,772.5069226135382,31.710746169902965,9.543678847665825,Pending,2.2768346818374043,Air,Route C,527.6308035405735,97.4791847752011,12.589998355947646,30.623283768974918,2.3221658088308357,12.269961204831796,33.77503626518121,0.6753953283191675,1215.504885631291,0.0,0.006851360332880522,61.016881152098605,0.0009048386485951351,602,0,Medium,1.32
haircare,SKU43,10.832563431981992,5.4077456109798545,546.116924086493,5636.0557727551995,Unknown,42.1338157720798,31.45998667967607,86.45652194641283,9.398801351047464,Carrier B,3.994231384382209,Supplier 5,1.0540494920743193,200.9206996379188,21.444117699908368,26.014015938999897,Pending,0.40221548484914577,Air,Route A,700.5551588624068,0.0,8.271219196585852,19.739999506197456,1.652307517074551,15.59760241955094,26.79596645539838,1.1898519676047925,544.2386569136366,0.0,0.15540020749245675,2.371874598805214,0.00048693473747270536,390,0,Medium,7.4
cosmetics,SKU89,102.84420892241806,10.27714404874147,134.96611165091417,5820.798112178085,Unknown,84.18764034082957,1.1211979379147086,23.029251837028454,7.8022649082804865,Carrier B,9.665810098495518,Supplier 1,24.570332916410834,406.5755551033588,10.800474247175806,47.32330987333327,Pending,1.950090207596723,Rail,Route B,561.1076780437205,56.65342274484073,42.30956668348194,4.62348844481728,20.716268882296365,1.4593411718632114,35.01668631656748,3.839190375301726,189.3620433627527,0.0,0.29668550149309,14.078465704280013,0.0015353600487525998,107,0,Low,1.65
skincare,SKU31,52.75969927069518,27.81760580250299,181.85199956219293,10156.275653812278,Male,5.7824259981807185,16.696382246894693,37.0109068927485,3.958272603138327,Carrier B,2.407375524559267,Supplier 3,23.580083792623572,437.4735755317075,7.438957310790732,65.97608666844644,Pending,2.6838324562832816,Rail,Route C,562.4294582398024,0.0,55.258973123091856,5.207203226860748,1.0683949326770463,24.58013628829222,33.71483842055415,3.7852349195537096,186.41563462137327,0.0,0.04379538449934122,9.701150653745817,0.0003400244209513713,141,0,High,4.04
skincare,SKU69,59.63955912976386,61.09219905962042,486.63681568063464,1983.8978907150677,Non-binary,94.85549559226814,1.0068029646128325,27.156506249791835,3.5527450730918355,Carrier B,9.537179371512542,Supplier 4,8.982977776704852,804.6899187595986,6.781880312332362,71.2225920752146,Pending,1.274025328974641,Air,Route A,177.59437706114468,0.0,3.471998655326568,17.358819886033537,5.576507638673275,5.353560840899585,18.072498011200558,0.3810302597212077,339.39315656229513,0.0,0.2870274533654467,31.866354164742386,0.005715124291724034,421,0,Low,3.32
skincare,SKU31,45.72901485825811,26.188058732180842,152.3170198493853,7742.744966578601,Male,6.190655681331666,16.6441847777251,45.40473234380051,4.01135656977136,Carrier B,2.731203989654606,Supplier 3,26.569181590601666,461.2690428924972,8.42815309958645,58.79430339339501,Pending,3.1862233423515236,Rail,Route C,548.9464537762287,0.0,67.15675071736214,6.422664260236333,0.9287947243127187,23.93066241412555,32.38378583828133,3.814562841966241,250.6100765793017,0.0,0.03889000470245572,10.243040197687776,0.00027687412718674863,94,1,High,5.04
